animal	sexo	controle	idade	peso
177	2	2	1	48
177	2	3	7	71
177	2	4	14	177
177	2	5	21	340
177	2	6	28	540
177	2	7	35	783
177	2	8	42	941
177	2	9	49	1155
177	2	10	56	1447
177	2	11	63	1655
177	2	12	70	1685
177	2	13	77	1720
177	2	14	84	1760
177	2	15	90	1790
178	1	1	0	33
178	1	2	1	41
178	1	3	7	95
178	1	4	14	238
178	1	5	21	378
178	1	6	28	647
178	1	7	35	1025
178	1	8	42	1415
178	1	9	49	1730
178	1	10	56	2000
178	1	11	63	2270
178	1	12	70	1870
178	1	13	77	2520
178	1	14	84	2620
178	1	15	90	2720
179	2	1	0	27
179	2	2	1	37
179	2	3	7	104
179	2	4	14	199
179	2	5	21	383
179	2	6	28	518
179	2	7	35	706
179	2	8	42	925
179	2	9	49	1175
179	2	10	56	1373
179	2	11	63	1395
179	2	12	70	1440
179	2	13	77	1465
179	2	14	84	1500
179	2	15	90	1495
180	2	1	0	34
180	2	2	1	37
180	2	3	7	58
180	2	4	14	164
180	2	5	21	342
180	2	6	28	546
180	2	7	35	785
180	2	8	42	953
180	2	9	49	1135
180	2	10	56	1369
180	2	11	63	1445
180	2	12	70	1455
180	2	13	77	1470
180	2	14	84	1480
180	2	15	90	1495
181	2	1	0	41
181	2	2	1	46
181	2	3	7	80
181	2	4	14	188
181	2	5	21	360
181	2	6	28	549
181	2	7	35	736
181	2	8	42	880
181	2	9	49	1065
181	2	10	56	1238
181	2	11	63	1350
181	2	12	70	1390
181	2	13	77	1415
181	2	14	84	1450
181	2	15	90	1465
182	2	1	0	38
182	2	2	1	48
182	2	3	7	121
182	2	4	14	211
182	2	5	21	413
182	2	6	28	603
182	2	7	35	716
182	2	8	42	905
182	2	9	49	1180
182	2	10	56	1321
182	2	11	63	1355
182	2	12	70	1355
182	2	13	77	1420
182	2	14	84	1495
182	2	15	90	1520
183	1	1	0	37
183	1	2	1	44
183	1	3	7	96
183	1	4	14	176
183	1	5	21	317
183	1	6	28	590
183	1	7	35	702
183	1	8	42	905
183	1	9	49	1365
183	1	10	56	1842
183	1	11	63	2080
183	1	12	70	2275
183	1	13	77	2445
183	1	14	84	2740
183	1	15	90	2795
184	1	1	0	38
184	1	2	1	42
184	1	3	7	71
184	1	4	14	178
184	1	5	21	376
184	1	6	28	603
184	1	7	35	948
184	1	8	42	1137
184	1	9	49	1515
184	1	10	56	1243
184	1	11	63	2280
184	1	12	70	2520
184	1	13	77	2740
184	1	14	84	2970
184	1	15	90	3025
185	2	1	0	45
185	2	2	1	49
185	2	3	7	77
185	2	4	14	179
185	2	5	21	324
185	2	6	28	508
185	2	7	35	672
185	2	8	42	805
185	2	9	49	1005
185	2	10	56	1236
185	2	11	63	1360
185	2	12	70	1405
185	2	13	77	1435
185	2	14	84	1445
185	2	15	90	1490
186	1	1	0	30
186	1	2	1	39
186	1	3	7	103
186	1	4	14	226
186	1	5	21	494
186	1	6	28	691
186	1	7	35	944
186	1	8	42	1290
186	1	9	49	1710
186	1	10	56	2188
186	1	11	63	2330
186	1	12	70	2495
186	1	13	77	2510
186	1	14	84	2655
186	1	15	90	2695
187	2	1	0	42
187	2	2	1	50
187	2	3	7	106
187	2	4	14	239
187	2	5	21	360
187	2	6	28	561
187	2	7	35	825
187	2	8	42	1070
187	2	9	49	1230
187	2	10	56	1425
187	2	11	63	1510
187	2	12	70	1598
187	2	13	77	1635
187	2	14	84	1650
187	2	15	90	1725
188	1	1	0	52
188	1	2	1	61
188	1	3	7	127
188	1	4	14	252
188	1	5	21	347
188	1	6	28	567
188	1	7	35	820
188	1	8	42	1250
188	1	9	49	1640
188	1	10	56	2130
188	1	11	63	2390
188	1	12	70	2237
188	1	13	77	2860
188	1	14	84	3030
188	1	15	90	3105
189	1	1	0	50
189	1	2	1	58
189	1	3	7	114
189	1	4	14	264
189	1	5	21	378
189	1	6	28	648
189	1	7	35	918
189	1	8	42	1300
189	1	9	49	1665
189	1	10	56	1940
189	1	11	63	2200
189	1	12	70	2033
189	1	13	77	2540
189	1	14	84	2675
189	1	15	90	2790
190	2	1	0	44
190	2	2	1	51
190	2	3	7	101
190	2	4	14	240
190	2	5	21	379
190	2	6	28	594
190	2	7	35	878
190	2	8	42	1130
190	2	9	49	1320
190	2	10	56	1495
190	2	11	63	1605
190	2	12	70	1691
190	2	13	77	1715
190	2	14	84	1745
190	2	15	90	1840
191	2	1	0	34
191	2	2	1	42
191	2	3	7	100
191	2	4	14	240
191	2	5	21	347
191	2	6	28	582
191	2	7	35	614
191	2	8	42	1015
191	2	9	49	1210
191	2	10	56	1375
191	2	11	63	1430
191	2	12	70	1441
191	2	13	77	1540
191	2	14	84	1520
191	2	15	90	1565
192	1	1	0	51
192	1	2	1	60
192	1	3	7	126
192	1	4	14	298
192	1	5	21	389
192	1	6	28	645
192	1	7	35	846
192	1	8	42	1360
192	1	9	49	1625
192	1	10	56	1925
192	1	11	63	2070
192	1	12	70	2045
192	1	13	77	2420
192	1	14	84	2515
192	1	15	90	2645
193	1	1	0	42
193	1	2	1	50
193	1	3	7	105
193	1	4	14	211
193	1	5	21	369
193	1	6	28	619
193	1	7	35	918
193	1	8	42	1405
193	1	9	49	1700
193	1	10	56	2125
193	1	11	63	2295
193	1	12	70	1964
193	1	13	77	2720
193	1	14	84	2845
193	1	15	90	3050
194	1	1	0	43
194	1	2	1	59
194	1	4	14	278
194	1	5	21	515
194	1	6	28	793
194	1	7	35	1218
194	1	8	42	1390
194	1	9	49	1740
194	1	10	56	2020
194	1	11	63	2550
194	1	12	70	2480
194	1	13	77	2700
194	1	14	84	2920
196	1	1	0	42
196	1	2	1	50
196	1	3	7	108
196	1	4	14	246
196	1	5	21	370
196	1	6	28	643
196	1	7	35	1002
196	1	8	42	1340
196	1	9	49	1675
196	1	10	56	2000
196	1	11	63	2305
196	1	12	70	2289
196	1	13	77	2660
196	1	14	84	2705
196	1	15	90	2885
197	2	1	0	46
197	2	2	1	53
197	2	3	7	105
197	2	4	14	226
197	2	5	21	303
197	2	6	28	463
197	2	7	35	585
197	2	8	42	805
197	2	9	49	1015
197	2	10	56	1235
197	2	11	63	1325
197	2	12	70	1394
197	2	13	77	1385
197	2	14	84	1400
197	2	15	90	1505
198	1	1	0	43
198	1	2	1	50
198	1	3	7	96
198	1	4	14	234
198	1	5	21	416
198	1	6	28	674
198	1	7	35	931
198	1	8	42	1310
198	1	9	49	1645
198	1	10	56	2055
198	1	11	63	2115
198	1	12	70	1780
198	1	13	77	2360
198	1	14	84	2520
198	1	15	90	2630
201	2	1	0	51
201	2	2	1	54
201	2	3	7	75
201	2	5	21	257
201	2	6	28	380
201	2	7	35	615
201	2	8	42	770
201	2	9	49	1070
201	2	10	56	1150
201	2	11	63	1255
201	2	12	70	1325
201	2	13	77	1420
201	2	14	84	1445
201	2	15	90	1505
202	2	1	0	42
202	2	2	1	48
202	2	3	7	89
202	2	5	21	237
202	2	6	28	395
202	2	7	35	506
202	2	8	42	740
202	2	9	49	1080
202	2	10	56	1160
202	2	11	63	1325
202	2	12	70	1370
202	2	13	77	1455
202	2	14	84	1445
202	2	15	90	1490
203	1	1	0	39
203	1	2	1	41
203	1	3	7	53
203	1	5	21	146
203	1	6	28	330
203	1	7	35	634
203	1	8	42	895
203	1	9	49	1255
203	1	10	56	1430
203	1	11	63	1770
203	1	12	70	2025
203	1	13	77	2300
203	1	14	84	2430
203	1	15	90	2510
204	2	1	0	43
204	2	2	1	44
204	2	3	7	54
204	2	5	21	115
204	2	6	28	180
204	2	7	35	857
204	2	8	42	1115
204	2	9	49	800
204	2	10	56	890
204	2	11	63	1200
204	2	12	70	1570
204	2	13	77	1885
204	2	14	84	2070
204	2	15	90	2170
205	2	1	0	32
205	2	2	1	42
205	2	3	7	109
205	2	5	21	304
205	2	6	28	505
205	2	7	35	768
205	2	8	42	830
205	2	9	49	1115
205	2	10	56	1190
205	2	11	63	1340
205	2	12	70	1370
205	2	13	77	1455
205	2	14	84	1505
205	2	15	90	1500
206	1	1	0	44
206	1	2	1	52
206	1	3	7	109
206	1	5	21	363
206	1	6	28	680
206	1	7	35	832
206	1	8	42	1105
206	1	9	49	2210
206	1	10	56	1860
206	1	11	63	2215
206	1	12	70	2410
206	1	13	77	2750
206	1	14	84	2770
206	1	15	90	2975
207	1	1	0	44
207	1	2	1	47
207	1	3	7	68
207	1	5	21	254
207	1	6	28	450
207	1	7	35	530
207	1	8	42	835
207	1	9	49	1295
207	1	10	56	1440
207	1	11	63	1740
207	1	12	70	1910
207	1	13	77	2090
207	1	14	84	2170
207	1	15	90	2295
208	2	1	0	30
208	2	2	1	43
208	2	3	7	133
208	2	5	21	147
208	2	6	28	280
208	2	7	35	460
208	2	8	42	615
208	2	9	49	840
208	2	10	56	925
208	2	11	63	1125
208	2	12	70	1265
208	2	13	77	370
208	2	14	84	1410
208	2	15	90	1460
209	2	1	0	41
209	2	2	1	42
209	2	3	7	52
209	2	5	21	188
209	2	6	28	370
209	2	7	35	540
209	2	8	42	700
209	2	9	49	910
209	2	10	56	1080
209	2	11	63	1260
209	2	12	70	1290
209	2	13	77	1320
209	2	14	84	1330
209	2	15	90	1440
211	1	1	0	41
211	1	2	1	46
211	1	3	7	82
211	1	5	21	294
211	1	6	28	510
211	1	7	35	783
211	1	8	42	1025
211	1	9	49	1630
211	1	10	56	1710
211	1	11	63	1965
211	1	12	70	2160
211	1	13	77	2495
211	1	14	84	2585
211	1	15	90	2710
213	2	1	0	41
213	2	2	1	45
213	2	3	7	75
213	2	5	21	216
213	2	6	28	390
213	2	7	35	409
213	2	8	42	690
213	2	9	49	960
213	2	10	56	1015
213	2	11	63	1130
213	2	12	70	1240
213	2	13	77	1330
213	2	14	84	1380
213	2	15	90	1430
214	2	1	0	39
214	2	2	1	41
214	2	3	7	53
214	2	5	21	121
214	2	6	28	240
214	2	7	35	426
214	2	8	42	580
214	2	9	49	830
214	2	10	56	965
214	2	11	63	1185
214	2	12	70	1305
214	2	13	77	1410
214	2	14	84	1440
214	2	15	90	1410
215	2	1	0	43
215	2	2	1	47
215	2	3	7	73
215	2	5	21	268
215	2	6	28	445
215	2	7	35	567
215	2	8	42	755
215	2	9	49	1085
215	2	10	56	1155
215	2	11	63	1285
215	2	12	70	1310
215	2	13	77	1350
215	2	14	84	1390
215	2	15	90	1470
216	1	1	0	38
216	1	2	1	40
216	1	3	7	51
216	1	5	21	121
216	1	6	28	195
216	1	7	35	316
216	1	8	42	525
216	1	9	49	803
216	1	10	56	935
216	1	11	63	1220
216	1	12	70	1425
216	1	13	77	1775
216	1	14	84	2040
216	1	15	90	2160
217	1	1	0	42
217	1	2	1	45
217	1	3	7	66
217	1	5	21	189
217	1	6	28	350
217	1	7	35	638
217	1	8	42	970
217	1	9	49	1355
217	1	10	56	1535
217	1	11	63	1355
217	1	12	70	2275
217	1	13	77	2570
217	1	14	84	2755
217	1	15	90	2740
218	1	1	0	41
218	1	2	1	44
218	1	3	7	65
218	1	5	21	231
218	1	6	28	430
218	1	7	35	585
218	1	8	42	780
218	1	9	49	1270
218	1	10	56	1345
218	1	11	63	1585
218	1	12	70	1685
218	1	13	77	1965
218	1	14	84	1985
218	1	15	90	2115
219	1	1	0	45
219	1	2	1	46
219	1	3	7	55
219	1	5	21	128
219	1	6	28	275
219	1	7	35	580
219	1	8	42	905
219	1	9	49	1340
219	1	10	56	1500
219	1	11	63	1920
219	1	12	70	2185
219	1	13	77	2470
219	1	14	84	2550
219	1	15	90	2620
220	2	1	0	46
220	2	2	1	46
220	2	3	7	45
220	2	5	21	262
220	2	6	28	285
220	2	7	35	765
220	2	8	42	860
220	2	9	49	1140
220	2	10	56	1170
220	2	11	63	1510
220	2	12	70	1845
220	2	13	77	2135
220	2	14	84	2290
220	2	15	90	2280
